title,company,location,url,application_url,date_posted
Data Engineer Intern - E-commerce,,"Seattle, WA",,https://lifeattiktok.com/search/7534818364393654535,2025-08-19
Data Scientist Intern - Tiktok-Search,TikTok,"San Jose, CA",,https://lifeattiktok.com/search/7533404377287280903,2025-08-19
Data Engineer Intern - Data Platfrom Tiktok BP,TikTok,"San Jose, CA",,https://lifeattiktok.com/search/7534803858175576327,2025-08-19
Data Science intern - 2025 Start - BS/MS,,"San Jose, CA",,https://lifeattiktok.com/search/7478599213392251154,2025-08-19
Data Engineer Intern - E-commerce,,"San Jose, CA",,https://lifeattiktok.com/search/7534817408415861000,2025-08-19
Data Engineer Intern - Tiktok-Privacy and Security-Data Infra - 2026 Summer - BS/MS,,"San Jose, CA",,https://lifeattiktok.com/search/7533507946605873416,2025-08-19
Data Scientist Intern - Tiktok-Business Risk Integrated Control-Risk Measurement - 2026 Summer - BS/MS,,"San Jose, CA",,https://lifeattiktok.com/search/7532604203891247367,2025-08-19
Campus Data Engineer – Intern,Jump Trading,"Chicago, IL",,https://boards.greenhouse.io/embed/job_app?token=7125399&utm_source=Simplify&ref=Simplify,2025-08-19
Data Science Intern 🛂,BorgWarner,"Auburn Hills, MI",,https://borgwarner.wd5.myworkdayjobs.com/en-US/BorgWarner_Careers/job/Auburn-Hills---Michigan---USA/Data-Science-Intern--Year-Round-_R2025-2865,2025-08-19
Summer Internship Program - Engineering - Data Science,BNY,"Pittsburgh, PA</br>Lake Mary, FL</br>NYC",,https://eofe.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/jobs/job/68866,2025-08-19
Technology Analyst Intern,New York Life,"New York, NY",,https://careers.newyorklife.com/careers?query=%23Techcampus&location=any&pid=30149944&domain=newyorklife.com&sort_by=relevance&utm_source=Simplify&ref=Simplify,2025-08-19
2026 Data Science Analyst Program – Summer Analyst,Chase,"<details><summary>**5 locations**</summary>Delaware</br>Dallas, TX</br>Chicago, IL</br>Columbus, OH</br>NYC</details>",,https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1002/jobs/job/210648373,2025-08-19
Data Science Intern - Year-Round 🛂,BorgWarner,"Auburn Hills, MI",,https://borgwarner.wd5.myworkdayjobs.com/BorgWarner_Careers/job/Auburn-Hills---Michigan---USA/Data-Science-Intern--Year-Round-_R2025-2865,2025-08-19
Applied Scientist - AI/ML,Wealthcom,Remote in USA,,https://jobs.lever.co/WealthFinancialTechnologies/84c7ccc3-774c-47e3-a0e6-696a5e99f537/apply,2025-08-19
Data Science Intern,Asana,"Vancouver, Canada",,https://asana.com/jobs/apply/7078192,2025-08-19
Data Science Intern,,"San Francisco, CA",,https://asana.com/jobs/apply/7078152,2025-08-19
Data Science Machine Learning Internship,,"London, UK",,https://osv-cci.wd1.myworkdayjobs.com/en-US/CCICareers/job/London-UK/Data-Science-Machine-Learning-Internship--Summer-2026-_R1104,2025-08-19
Data Science Machine Learning Internship,,"Houston, TX</br>Stamford, CT</br>NYC",,https://osv-cci.wd1.myworkdayjobs.com/en-US/CCICareers/job/Stamford-CT/Data-Science-Machine-Learning-Internship--Summer-2026-_R1103,2025-08-19
Data Engineering Internship,,"London, UK",,https://osv-cci.wd1.myworkdayjobs.com/en-US/CCICareers/job/London-UK/Data-Engineering-Internship--Summer-2026-_R1127,2025-08-19
Data Engineering Internship,,"Houston, TX</br>Stamford, CT",,https://osv-cci.wd1.myworkdayjobs.com/en-US/CCICareers/job/Stamford-CT/Data-Engineering-Internship--Summer-2026-_R1105,2025-08-19
Data Analysis Intern,NexThreat,"Reston, VA",,https://jobs.lever.co/nexthreat.com/b5a5bf65-4057-46f7-b144-2ddff9444ba0/apply,2025-08-19
Data Analytics Internship 🇺🇸,KearneyCo,"Alexandria, VA",,https://careers.kearneyco.com/jobs/4822?lang=en-us&utm_source=Simplify&ref=Simplify,2025-08-19
2026 Technology Summer Analyst Program,Morgan Stanley,"New York, NY",,https://morganstanley.tal.net/vx/candidate/apply/19159,2025-08-19
Fundamental Research Analyst Intern,D E Shaw,"New York, NY",,https://www.deshaw.com/careers/fundamental-research-analyst-intern-new-york-summer-2026-5378,2025-08-19
Summer Analyst Intern,BNP Paribas,"Jersey City, NJ",,https://group.bnpparibas/en/careers/job-offer/2026-summer-analyst-internship-technology,2025-08-19
Technology Analyst Intern,,"Jersey CIty, NJ",,http://group.bnpparibas/en/careers/job-offer/2026-summer-analyst-internship-technology,2025-08-19
Software Engineer Summer Analyst Intern,Bank of America,"Charlotte, NC</br>Chicago, IL</br>Dallas, TX",,https://careers.bankofamerica.com/en-us/students/job-detail/12942/global-technology-summer-analyst-2026-software-engineer-multiple-locations,2025-08-19
Global Operations Development Summer Analyst Program 🛂,Bank of America,"<details><summary>**4 locations**</summary>Charlotte, North Carolina</br>Dallas, Texas</br>Jacksonville, Florida</br>Phoenix, Arizona</details>",,https://careers.bankofamerica.com/en-us/students/job-detail/12924/global-operations-development-summer-analyst-program-2026-multiple-locations,2025-08-19
2026 Summer Key's Technology – Internship - Operations & Services - Data Track,KeyCorp,"Brooklyn, OH",,,2025-08-19
Data Engineer Intern,Xylem,"Mississauga, ON, Canada",,,2025-08-19
Digital & Information Technology – Predictive Data Science Internship,Polaris,"Wayzata, MN</br>South Yankton, NE",,,2025-08-19
2026 Analytics and Data Summer Internship - Early Careers,Wells Fargo,"<details><summary>**4 locations**</summary>Des Moines, IA</br>Dallas, TX</br>Charlotte, NC</br>Minneapolis, MN</details>",,,2025-08-19
Investment Data Science Intern,Walleye Capital,NYC,,,2025-08-19
Data Analyst Intern,Capital One,"McLean, VA</br>Richmond, VA",,,2025-08-19
2026 – Summer Analyst - FICC and Equities - Sales and Trading - Quantitative Strats,Goldman Sachs,"Salt Lake City, UT",,https://higher.gs.com/roles/152578?type=students&utm_source=Simplify&ref=Simplify,2025-08-19
Investment Analyst Intern,Montenson,"Minneapolis, MN",,https://fa-esgu-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/jobs/job/19439,2025-08-19
Investments AI & Data Summer Internship Program - AI & DS Team,New York Life,"New York, NY",,https://careers.newyorklife.com/careers?location=New%20York%2C%20New%20York%2C%20US&pid=30591072&domain=newyorklife.com&sort_by=relevance&utm_source=Simplify&ref=Simplify,2025-08-19
Quantitative Analyst Intern 🛂,Talos Trading,"New York, NY",,https://jobs.ashbyhq.com/Talos-Trading/0c150c16-ed0e-4f21-81d6-e85f67437f00,2025-08-19
"Portfolio Implementation, Trading and Portfolio Finance Summer Analyst",AQR,"Greenwich, CT",,https://careers.aqr.com/jobs/open-positions/greenwich-ct/2026-portfolio-implementation-trading-and-portfolio-finance-summer-analyst/7022101,2025-08-19
Trading Operations Analyst Intern,Optiver,"Chicago, IL",,https://optiver.com/working-at-optiver/career-opportunities/8078284002/,2025-08-19
Quantitative Research Analyst Intern - BS/MS,,"London, UK</br>Paris, France",,https://www.citadelsecurities.com/careers/details/quantitative-research-analyst-intern-bs-ms-europe/,2025-08-19
Quantitative Analyst Intern,Citi,"New York, NY",,https://jobs.citi.com/job/new-york/markets-quantitative-analysis-summer-analyst-new-york-city-us-2026/287/77659897200,2025-08-19
Trading Fundamental Analyst Intern,Citadel Securities,"Miami, FL</br>New York, NY",,https://www.citadelsecurities.com/careers/details/campus-26-trading-fundamental-analyst-intern-us/,2025-08-19
Quantitative Research Analyst Intern,,"Miami, FL</br>New York, NY",,https://www.citadelsecurities.com/careers/details/quantitative-research-analyst-intern-bs-ms-us/,2025-08-19
Quantitative Research Analyst Intern,Citadel,"Greenwich, CT</br>Miami, FL</br>New York, NY",,https://www.citadel.com/careers/details/quantitative-research-analyst-intern-bs-ms-us/,2025-08-19
Quantitative Data Analytics Summer Analyst Intern,Bank of America,"<details><summary>**4 locations**</summary>Atlanta, GA</br>Charlotte, NC</br>Chicago, IL</br>New York, NY</details>",,https://careers.bankofamerica.com/en-us/students/job-detail/12929/global-quantitative-data-analytics-summer-2026-analyst-global-risk-management-multiple-locations,2025-08-19
Summer Intern - Quantitative Research Analyst,Five Rings Capital,NYC,,,2025-08-19
